,id,stmt_date,HQ_city,legal_struct,ateco_sector,def_date,fs_year,asst_intang_fixed,asst_tang_fixed,asst_fixed_fin,asst_current,AR,cash_and_equiv,asst_tot,eqty_tot,eqty_corp_family_tot,liab_lt,liab_lt_emp,debt_bank_st,debt_bank_lt,debt_fin_st,debt_fin_lt,AP_st,AP_lt,debt_st,debt_lt,rev_operating,COGS,prof_operations,goodwill,inc_financing,exp_financing,prof_financing,inc_extraord,taxes,profit,days_rec,ebitda,roa,roe,wc_net,margin_fin,cf_operations
2126,40570186,12/31/07,15,SPA,68,12/31/99,2007,119422,2418244,436,232956,125479,107477,2782583,1545984,,0,150487,102277,0,0,0,124538,0,486418,568103,730898,730925,-27,352440,-60842,61723,0,0,-60869,-81208,,55544,0,-5.25,-253462,-992118,-25637
4452857,2924140367,12/31/07,36,SRL,68,5/27/09,2007,1500,0,30,1666358,192309,204,1667888,15180,,0,0,89706,709073,0,0,238885,0,943635,709073,1384921,1352568,32353,32978,-59563,59669,0,2,-27208,-26275,,32978,1.94,,722723,13650,-25650
745,18180372,12/31/07,37,SRL,25,12/31/99,2007,31740,516644,10329,1640401,1408237,58628,2263824,177394,,42516,608484,369548,298149,0,0,449813,0,1093002,298149,3725714,3560747,164967,1781744,-32500,34014,0,1090,133557,13032,,381935,7.29,7.35,547399,-381319,230000
1688,37070323,12/31/07,32,SPA,52,12/31/99,2007,0,601666,154535,2831315,1182155,1632023,3626997,509003,,0,380231,0,0,0,0,132360,0,2704397,0,1760387,1871374,-110987,788582,-37771,49245,0,2,-148756,-177291,213.89,-55366,-3.06,-34.83,126918,-247198,-121670
316,8430670,12/31/07,67,SRL,31,12/31/99,2007,35006,93627,0,2174712,301195,701776,2313313,551109,,0,77767,0,29243,14966,0,1495465,0,1588054,96383,2576273,2567965,8308,217019,9341,6958,0,2027,19676,-3387,,31962,0.36,-0.61,586658,422476,20267
1045,25780131,12/31/07,97,SPA,68,12/31/99,2007,9572,4549822,813741,213379,208199,5180,5586864,1753211,,0,0,1570606,241501,79229,634362,573302,0,2335839,1402663,271167,211970,59197,181211,-95909,95960,0,17157,-19555,-19955,,181211,1.06,-1.14,-2122460,-3619924,102059
1676,36750420,12/31/07,42,SPA,47,12/31/99,2007,258575,1915045,138338,24115728,5385621,2975483,26557059,4156008,,194404,627885,211808,356168,24517,0,19860531,0,21071473,356168,47318703,46120326,1198377,6424091,-275886,286579,0,-29071,893420,420466,13.13,1653984,4.51,10.12,3044255,1844050,876073
284,7470933,12/31/07,93,SRL,25,12/31/99,2007,462375,414361,87000,789424,659650,33024,2244195,109277,,0,111066,686206,300581,0,0,564762,0,1721859,300581,1787612,1689853,97759,810625,-65663,68474,0,0,32096,32805,,154347,4.36,30.02,-932435,-854459,89393
961,23690274,12/31/07,27,SRL,25,12/31/99,2007,5822,716420,0,1571227,1290743,1260,2325158,713664,,9479,222022,826758,0,0,0,294905,0,1376820,0,2506555,2345689,160866,958792,-44926,47144,0,-30325,85615,23798,,272186,6.92,3.33,194407,-8578,135118
976,23910102,12/31/07,10,SPA,47,12/31/99,2007,24609,1823810,0,2218929,104536,61571,4078728,1744688,,0,117875,113216,0,0,0,145647,0,350781,1865384,1712083,1580841,131242,347352,-26151,27275,0,612,105703,52256,,192608,3.22,3,1868148,-103731,113622
4605465,80000230385,12/31/07,78,SRL,93,2/9/11,2007,0,0,5182,3334064,3332526,1538,3339246,-2689840,,59000,0,0,0,0,0,921265,0,5970086,0,0,8445,-8445,-7282,0,0,0,-58509,-66954,-66954,,-7282,-0.25,,-2636022,,-65791
915,22910178,12/31/07,17,SRL,13,12/31/99,2007,202407,4675725,6531,7283064,6304421,73728,12383013,3011209,,139544,315685,5031894,0,0,0,3344844,0,8912464,0,10408434,9872307,536127,2920044,-323009,312659,0,98155,311273,55896,124.07,1056530,4.33,1.86,-1629400,-1873454,576299
4462598,294510532,12/31/07,53,SRU,41,8/12/10,2007,9505,2986,258,1829198,785050,42233,1842568,100710,,7520,23040,245963,0,0,0,184844,0,834321,854567,491227,452034,39193,102321,-48705,48706,0,30567,21055,21055,,40611,2.13,20.91,994877,87961,22473
461,12380127,12/31/07,12,SRL,16,12/31/99,2007,13075,353294,0,1425797,152669,36,1822123,178955,,24324,212408,411916,0,0,0,738706,0,1399284,0,2025995,2112342,-86347,429009,-44496,44501,0,10,-130833,-155157,317.99,-23943,-4.74,-86.7,26513,-187414,-92753
469,12670303,12/31/07,30,SPA,68,12/31/99,2007,9785,5014653,34737,483894,444447,39447,5546263,2305311,,224552,0,654357,1040392,172500,776250,46420,0,1106988,1906642,764961,658247,106714,484533,-141571,142747,0,0,-34857,-14113,,484533,1.92,-0.61,-623094,-2753864,363706
1608,35670074,12/31/07,7,SPA,49,12/31/99,2007,3421,7718591,1375129,2891809,2315250,324513,12410948,7239950,,0,973353,521342,728333,0,0,770345,0,1805690,728333,8050373,7749269,301104,4591954,-102473,115438,0,153555,352186,42366,26.53,1124802,2.43,0.59,1086119,-1857191,866064
4465538,1101350054,12/31/07,5,SRL,41,8/9/10,2007,0,0,516,1506093,64287,40309,1530926,774219,,0,17150,50443,400684,0,0,170616,0,334257,400684,379024,335721,43303,43303,-31433,32100,0,-216645,-204775,-213812,,43303,2.83,-27.62,1171836,773703,-213812
4461999,123210221,12/31/07,22,SRL,28,8/9/10,2007,236344,507029,341548,3462005,1583996,47,4548537,-2394309,,0,406540,3509944,408449,82030,117000,2060220,0,6010857,525449,2322534,4598346,-2275812,-988175,-279764,282274,0,-63612,-2619188,-2619188,,-2126768,-50.03,,-2548852,,-2470144
1983,40220311,12/31/07,31,SPA,45,12/31/99,2007,2737,2243325,6758,6651051,1555475,81547,8931650,1030653,,0,256273,836609,2671897,0,0,3067217,0,4670841,2943518,17172278,16910523,261755,1360498,-251988,263348,0,1190,10957,-44200,88.55,390242,2.93,-4.29,1980210,-1222167,84287
916,22970289,12/31/07,28,SRL,45,12/31/99,2007,1860,56828,0,2544291,887518,168866,2606872,124309,,128,51198,390276,0,0,0,1882187,0,2406240,1000,7788451,7710169,78282,301811,-75353,77404,0,4760,7689,-21292,,90022,3,-17.13,138051,65621,-9552
923,23070170,12/31/07,17,SPA,23,12/31/99,2007,181625,2911976,1006578,8026751,4204317,1468493,12130028,2313839,,29834,452074,930000,5017533,0,0,2966948,0,4281003,5017533,14055578,13287014,768564,2372766,-278218,303023,0,0,490346,235645,100.94,1049193,6.34,10.18,3745748,-1786340,516274
164,3950284,12/31/07,28,SRL,46,12/31/99,2007,18297,96693,0,1704464,926611,373608,1917518,337760,,7409,57590,,0,,0,,0,1474759,40000,3983783,3868207,115576,371487,-16157,16307,0,40,99459,32349,,139652,6.03,9.58,229705,222770,56425
1367,31060668,12/31/07,66,SRL,10,12/31/99,2007,453858,1630416,1045,2072190,1648918,1652,4178856,267869,,0,275037,771493,1472441,0,0,1187853,0,2137325,1472441,5133651,5023710,109941,992818,-93971,94000,0,0,15970,-36246,,268913,2.63,-13.53,-65135,-1817450,122726
804,20260121,12/31/07,12,SRL,23,12/31/99,2007,39527,639425,0,1175922,1038045,6236,1873383,601612,,0,199479,6965,485138,0,0,327152,0,494112,485138,2157344,1904219,253125,963516,-45204,45800,0,3944,211865,104366,105.43,458898,13.51,17.35,681810,-77340,310139
102,2780435,12/31/07,43,SPA,31,12/31/99,2007,1386167,290274,359930,10119326,6183623,2521,14449682,-35426,,63502,764663,5837643,0,0,0,4300812,0,13629497,0,4777830,7099027,-2321197,-202835,-555035,555452,0,205500,-2670732,-2671310,553.22,-1378720,-16.06,,-3510171,,-1728833
1942,40080384,12/31/07,38,SPA,20,12/31/99,2007,712053,1174939,147464,6679093,5168835,39306,8746268,1012182,,151328,433510,2620835,1611432,0,0,2288008,0,5437121,1611432,11383284,10622979,760305,2390825,-314148,338437,0,-49724,396433,100216,138.29,1241285,8.69,9.9,1241972,-1022274,581196
2110,40490625,12/31/07,62,SPA,43,12/31/99,2007,479306,11612987,178195,11587149,10739579,128836,23914026,7454098,,110505,505748,4047761,2562088,0,0,1422095,0,6246807,9505352,8059497,7669112,390385,3774768,-370229,411254,0,50671,70826,-131261,148.41,927003,1.63,-1.76,5340342,-4816390,405357
4484125,2912180540,12/31/07,54,SRL,18,8/9/10,2007,1534128,2968834,10000,2219747,1732524,303801,7066128,2623176,,0,16797,1185524,1450000,0,0,1711729,0,2976155,1450000,285393,552149,-266756,-187322,-9498,12235,0,0,-276254,-276254,,-266756,-3.78,-10.53,-756408,-1889786,-276254
4462024,131190134,12/31/07,13,SPA,13,6/7/10,2007,9393,3316740,1572066,8971453,1204594,1143940,13893507,2090298,,2209333,244998,248884,5676900,0,0,490930,0,3667804,5676900,6194274,11274619,-5080345,-1708279,470335,718188,0,1323843,-3286167,-3336167,,-4786418,-36.57,,5303649,-2807901,-3042240
2147,40600298,12/31/07,29,SPA,47,12/31/99,2007,105253,709728,108,2546329,1159282,115449,3396860,673784,,216115,148890,556045,494690,0,0,927549,0,1854505,494690,4656003,4490051,165952,693658,-62078,62888,0,-1,103873,32514,,235174,4.89,4.83,691824,-141305,101736
4603625,11158390150,12/31/07,98,SRL,68,2/9/11,2007,0,0,1446,4007108,1731967,990970,4008873,2546796,,0,0,0,1033357,0,0,149202,0,428720,1033357,3120405,1085092,2035313,2035313,-25639,124007,0,38872,2048546,1281503,,2035313,50.77,50.32,3578388,2545350,1281503
403,10220382,12/31/07,38,SRL,28,12/31/99,2007,40172,1853704,342121,11562663,5312912,2114364,13837704,6735709,,87,851208,1239003,783963,0,0,3406915,0,5436980,783963,14750596,13679153,1071443,4047850,-175631,158383,0,56424,952236,516372,175.78,1399865,7.74,7.67,6125683,4499712,844794
2299,40980310,12/31/07,30,SRU,45,12/31/99,2007,2777,1886203,0,1535337,1001085,39494,3424794,1775794,,8730,159925,102136,195250,0,0,568545,0,1283178,195250,2899361,2505387,393974,1314107,-9016,12352,0,0,384958,218387,,515073,11.5,12.3,252159,-113186,339486
244,6560528,12/31/07,52,SRL,8,12/31/99,2007,4320,1570036,0,301778,295723,6055,1877819,1528964,,0,0,0,0,0,0,8220,0,348855,0,606141,71289,534852,541815,-4214,4546,0,-2501,528137,325312,,541815,28.48,21.28,-47077,-45392,332275
1915,39990213,12/31/07,21,SPA,10,12/31/99,2007,79217,25716552,1771630,30233577,8845808,2013,58246201,18998523,,1819611,2537200,11320940,8953862,0,0,8125987,0,22141621,11536147,59530152,56094118,3436034,16789369,-1194674,1199947,-202210,-1,2039149,667652,254.55,6971599,5.9,3.51,8091956,-8568876,4203217
2367,41180076,12/31/07,7,SRL,25,12/31/99,2007,11915,182834,543,2359587,1822092,242787,2571764,166395,,1336,624260,236739,296681,0,0,786056,0,1323807,324284,3326508,3193432,133076,1497043,-33055,42690,0,72615,172636,69459,,184034,5.17,41.74,1035780,-28897,120417
2537,41750290,12/31/07,29,SRL,41,12/31/99,2007,0,2372684,4004027,2493510,2488061,5449,8881962,4410021,,0,20082,1253688,,0,,1273778,,2545452,1863393,1015041,842982,172059,315260,-84753,85889,0,-1,87305,33749,,249275,1.94,0.77,-51942,-1966690,110965
2344,41050626,12/31/07,62,SRL,23,12/31/99,2007,300,5044030,5160,7235341,6259219,124195,12555313,4437885,,292459,270329,2079557,0,0,317000,4421385,0,6723971,753762,13149526,12900882,248644,2107706,-207480,217403,0,11153,52317,42803,37.81,875280,1.98,0.96,511370,-611605,669439
964,23760127,12/31/07,12,SRL,25,12/31/99,2007,353362,1824652,10,3127844,972038,7409,5930799,312732,,0,626723,733850,722855,0,1389733,1980299,0,2850892,2112588,7100218,6688521,411697,2118790,-240540,241608,0,-1,171156,2915,110.1,734723,6.94,0.93,276952,-1865292,325941
2509,41630070,12/31/07,7,SRL,23,12/31/99,2007,27851,304211,50,1398425,1267620,4227,1786982,158885,,43636,2916,151220,85597,0,0,908868,0,1486436,87965,3394643,3187020,207623,728801,-149832,168285,0,0,57791,9569,,255473,11.62,6.02,-88011,-173227,57419
2208,40720070,12/31/07,7,SPA,49,12/31/99,2007,5646626,36922360,752044,5737304,4677450,506301,49223998,12345541,,20000,708483,414439,15915561,0,0,1808056,0,3650830,24378560,9160995,9975449,-814454,5061327,-773310,869921,0,-2,-1587766,-1250805,17.21,1825911,-1.65,-10.13,2086474,-30975489,1389560
1172,27340017,12/31/07,1,SRL,68,12/31/99,2007,18315,9953507,100,88145,87626,518,10074369,2498500,,16007,0,784570,5315595,0,0,231835,0,840216,6676302,641576,430324,211252,513855,-406243,406477,0,0,-194991,-206967,,513855,2.1,-8.28,-752071,-7473322,95636
1481,34130393,12/31/07,39,SRL,25,12/31/99,2007,3530,122018,1107,4160097,3807897,60926,4301662,620613,,0,67625,788718,45621,0,0,2494794,0,3610286,0,8552945,8048405,504540,887374,-14658,91297,0,13115,502997,319018,,540396,11.73,51.4,549811,493958,354874
2065,40440299,12/31/07,28,SRU,68,12/31/99,2007,5733,6185840,0,11243567,304204,388048,17903580,13706899,,3863878,9494,0,0,0,0,77901,0,176848,146461,982157,863534,118623,245405,611639,1113,0,865855,1596117,1292065,,245405,0.66,9.43,11066719,7515326,1418847
624,15470206,12/31/07,20,SRL,10,12/31/99,2007,0,479055,2500,3511756,3313522,29951,3995865,656099,,132005,181584,684906,5393,50751,0,2152573,0,2996575,9557,14679526,14486791,192735,906693,-38756,41726,0,-13172,140807,61814,26.88,251062,4.82,9.42,515181,174544,120141
1585,35270628,12/31/07,62,SRL,45,12/31/99,2007,108913,1332080,0,3247132,985398,40809,4700670,1323128,,11679,161407,53304,246084,146482,0,2613325,0,2952012,246084,14145895,14092974,52921,887675,-68372,68372,0,-8467,-23918,-114658,15.6,213005,1.13,-8.67,295120,-117865,45426
2391,41280280,12/31/07,28,SRL,46,12/31/99,2007,14549,93037,0,1377506,235840,17666,1503836,195815,,5000,10548,15996,617413,0,0,600429,0,670264,617413,6701192,6607495,93697,294673,-41929,45577,0,18754,70522,23948,,131016,6.23,12.23,707242,88229,61267
2175,40700072,12/31/07,7,SRL,46,12/31/99,2007,61060,188482,1209,5866455,4639772,122614,6119318,2907638,,3021,265174,44602,0,102,0,2248211,0,2877510,0,10432333,9349498,1082835,2159905,13084,1296,0,19482,1115401,667173,103.1,1222243,17.7,22.95,2988945,2656887,806581
4557931,3271780169,12/31/07,16,SRL,41,2/9/11,2007,6626,55234,343,1453650,1104582,336905,1517829,8336,,0,38562,0,0,0,0,1263157,0,1393598,0,7002239,6960119,42120,1003440,-6747,7187,0,1318,36691,-4721,,50214,2.78,-56.63,60052,-53867,3373
1137,27070887,12/31/07,88,SPA,45,12/31/99,2007,18609,6604588,20870,32516561,12691223,493484,39294588,6145512,,0,986105,7224411,5338882,755571,0,14557217,0,25762238,5354040,73967441,72806735,1160706,4226204,-965041,1071187,0,0,195665,42227,86.43,1496130,2.95,0.69,6754323,-498555,377651
2101,40490070,12/31/07,7,SPA,52,12/31/99,2007,35108,382445313,8755465,26736598,12415277,1069366,419613581,97447002,,11418628,3167514,47467314,45833333,0,0,9040654,0,74130655,231658374,47747409,28255935,19491474,28862727,-4657900,5363445,0,3094263,17927837,13040152,,22422564,4.65,13.38,-47394057,-293788884,15971242
883,21950282,12/31/07,28,SRL,39,12/31/99,2007,6063,621880,116,1220998,596349,317852,1909402,264538,,418,162263,510388,276414,0,22619,520863,0,1139210,299033,2513540,2384217,129323,737437,-53348,53914,0,8299,84274,5574,,189702,6.77,2.11,81788,-363521,65953
1233,28970952,12/31/07,95,SRL,55,12/31/99,2007,28274,9621992,775,961401,914098,37058,10618822,6473142,,330297,88211,642309,473684,0,0,157720,0,1571352,410526,745756,975018,-229262,433991,-98919,100084,0,1,-328180,-328180,-160.82,87764,-2.16,-5.07,-609951,-3177899,-11154
4578962,5369360481,12/31/07,48,SRL,68,2/11/11,2007,3550,0,2253,1507775,46598,2145,1515961,48026,,0,0,93807,1060543,0,0,59205,0,377392,1090543,48,-50476,50524,50524,-62454,62591,0,0,-11930,-13082,,50524,3.33,-27.24,1130383,42223,-13082
2190,40710287,12/31/07,28,SRL,22,12/31/99,2007,21699,8156390,5,10426223,7814897,10346,18715392,4896827,,541301,462132,2880943,4440987,0,0,4001472,0,8070736,4668082,17832738,16355070,1477668,6563748,-336208,341416,0,13053,1154512,615016,117.04,2088219,7.9,12.56,2355487,-3281267,1225567
1900,39970892,12/31/07,89,SAU,50,12/31/99,2007,374,7581307,386,19475113,1428327,18046786,27060978,24478075,,971659,528686,0,0,0,0,589761,0,1082558,0,6709160,5596142,1113018,4388195,243276,95213,0,0,1356294,710610,-48.41,1118809,4.11,2.9,18392555,16896008,716401
417,10880169,12/31/07,16,SRL,41,12/31/99,2007,6109,77262,134,1578367,1164792,207623,1667066,730405,,89957,53310,192171,0,3000,0,278727,0,788596,0,3145133,2920110,225023,947409,-20236,21346,0,-5518,199269,99701,264.11,261504,13.5,13.65,789771,646900,136182
702,17750589,12/31/07,58,SPA,47,12/31/99,2007,64680,221551,16,3086913,1285089,345946,3374530,876513,,0,241537,115384,115244,0,0,1823640,0,2088496,115244,5867127,5721834,145293,731118,-16810,26083,0,7826,136309,36525,104.34,181895,4.31,4.17,998417,590266,73127
1663,36580579,12/31/07,15,SRL,10,12/31/99,2007,0,1047649,5858,4922284,2080460,1164017,6003965,2859723,,160000,341931,0,0,0,0,1959645,0,2642160,0,8423977,7544709,879268,1458234,79353,35,0,-585,958036,558326,-52.99,1050158,14.64,19.52,2280124,1806216,729216
328,8810285,12/31/07,28,SRL,46,12/31/99,2007,17,468451,129,1219054,470333,75632,1689088,637109,,0,105398,601928,0,0,0,270549,0,918603,0,1323706,1251486,72220,330376,-48398,48434,0,0,23822,2277,,104089,4.28,0.36,300451,168512,34146
1402,31680150,12/31/07,15,SRL,23,12/31/99,2007,26095,2544981,6,1089569,768182,515,3709013,534791,,0,29515,,,,,,,1645465,1499242,2408644,1995842,412802,781636,-141466,141899,0,5,271341,137457,,535086,11.13,25.7,-555896,-2036291,259741
1410,32470122,12/31/07,12,SRL,29,12/31/99,2007,0,829038,51,952138,581693,337676,1789440,759401,,0,238049,180133,0,0,79534,373433,0,650760,139736,1626299,1517979,108320,465587,-28362,19415,140,-84,80014,29179,-44.94,146672,6.05,3.84,301378,-69688,67531
577,14510879,12/31/07,87,SRL,45,12/31/99,2007,0,145891,0,1730158,511792,27357,2129116,425164,,0,131725,127370,0,0,127284,968125,0,1227210,336248,5262717,5111236,151481,388613,-35400,37071,0,-39781,76300,29865,36.06,165342,7.11,7.02,502948,279273,43726
1050,25790932,12/31/07,93,SRL,16,12/31/99,2007,1200,198805,529,3767630,916192,969238,3968774,2715325,,533,128975,206644,422876,0,0,386111,0,697545,422876,3986271,3895523,90748,665148,-44491,53398,0,3918,50175,5135,,136367,2.29,0.19,3070085,2514791,50754
339,9070285,12/31/07,28,SRL,49,12/31/99,2007,5747,1443026,0,1228417,1120699,107718,2722696,1688829,,95071,70042,0,0,0,0,490909,0,771544,40477,4068456,4103940,-35484,1167242,5114,1860,0,67517,37147,113083,18.03,468350,-1.3,6.7,456873,240056,616917
4585491,6108261006,12/31/07,58,SRL,46,2/11/11,2007,1020,16481,0,1837654,190323,172331,1855154,490990,,0,2680,0,0,0,0,1119274,0,1361484,0,3660681,3615060,45621,124490,-12097,12097,0,0,33524,23415,47.55,48872,2.46,4.77,476170,473489,26667
2562,42010298,12/31/07,29,SPA,28,12/31/99,2007,0,3264846,522553,14348712,7865489,4334697,18174835,6805442,,742813,745077,0,0,0,0,7084530,0,9877702,0,24468998,21689997,2779001,5941506,143372,13783,0,8387,2930760,1708461,-50.47,3034366,15.29,25.1,4471010,3018043,1963826
4578329,5294380968,12/31/07,15,SRU,46,2/11/11,2007,456270,61601,0,7102133,7013275,7852,7620427,-604537,,743488,10610,0,0,0,0,490428,0,7470866,0,5510414,6189967,-679553,128751,-30179,30179,0,0,-709732,-679573,,-229387,-8.92,,-368733,,-229407
1155,27210160,12/31/07,16,SRL,18,12/31/99,2007,2641,68647,26406,3531184,2728333,229,3719913,229909,,0,153055,1639149,865175,0,0,686872,0,2367738,953175,5533674,5325707,207967,476744,-156535,156945,0,1217,52649,15590,,234749,5.59,6.78,1163446,132215,42372
4462145,164720542,12/31/07,54,SRL,31,8/12/10,2007,90474,725555,7528,3642697,3025922,1395,4480995,685043,,0,182671,1012994,878119,0,0,1214547,0,2923715,671514,1998913,3006751,-1007838,-416141,-80043,82353,0,1058085,-29796,-62341,,-944385,-22.49,-9.1,718982,-138514,1112
1895,39970314,12/31/07,31,SRL,23,12/31/99,2007,118081,4512438,733440,6822305,3835242,1477,12242617,6241263,,421728,454226,2312532,120873,0,0,1429408,0,4354360,766096,10787348,9499052,1288296,4001842,-143449,173403,0,343021,1487868,853064,,2188267,10.52,13.67,2467945,877304,1753035
227,5810288,12/31/07,28,SRL,25,12/31/99,2007,94227,1515028,0,4178692,2981206,6007,5866544,1832669,,0,696662,1250254,0,0,0,1265494,0,3215304,0,8542304,8194025,348279,2565095,-49670,52882,0,2,298611,106172,160.49,649871,5.94,5.79,963388,223414,407764
182,4280327,12/31/07,32,SRU,46,12/31/99,2007,20233,544561,124836,2045163,1273483,5755,2747459,209944,,0,41859,922602,698429,0,0,825683,0,1781351,698429,2946100,2899103,46997,322661,-82756,83180,0,74832,39073,3103,,88322,1.71,1.48,263812,-479686,44428
2020,40330292,12/31/07,28,SAU,68,12/31/99,2007,0,2113661,0,259036,182579,76457,2390862,2350123,,0,0,0,0,0,0,3870,0,12050,0,130000,65673,64327,66540,4233,0,0,859,69419,61298,291.85,65163,2.69,2.61,246986,236462,62134
130,3320892,12/31/07,89,SPA,23,12/31/99,2007,4376,671574,4470078,1509094,1153758,16085,6678195,3217012,,122091,423679,401269,945031,0,0,1149314,0,1944231,945031,5246805,4867114,379691,1179363,-105690,111591,157245,440043,871289,528060,133.4,502220,5.69,16.41,-435137,-1929016,650589
2433,41400425,12/31/07,42,SRL,46,12/31/99,2007,8765,70636,336,1420579,324310,221630,1506686,37326,,0,148871,615657,22109,0,0,632042,0,1296148,22109,1843826,1805830,37996,316154,-29480,34098,0,1372,9888,-4827,,52804,2.52,-12.93,124431,-42411,9981
2452,41510298,12/31/07,29,SPA,41,12/31/99,2007,0,609800,5484581,6700881,2614935,747,12795262,1664004,,0,218301,2249726,702139,0,0,2060260,0,8608492,2304465,5946701,5573974,372727,1586895,-303077,303077,0,59691,129341,62241,,487622,2.91,3.74,-1907611,-4430377,177136
367,9650250,12/31/07,26,SRU,25,12/31/99,2007,86167,1314847,718,1583522,1018768,20574,3009779,641478,,118372,453565,604273,268664,0,0,558784,0,1518743,268664,4069671,3793877,275794,1391939,-64137,65431,0,10322,221979,50650,,412157,9.16,7.9,64779,-760254,187013
